age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level
37.0,0.0,7.84,7.12,2.0,13.0,17.0,0.0,10.36,1.84,6.0,0.0
43.0,2.0,11.34,8.64,5.0,19.0,29.0,2.0,13.84,1.06,75.82,2.0
30.0,5.0,13.38,5.92,7.0,16.0,9.0,2.0,17.24,0.06,87.97,2.0
39.0,13.0,9.29,4.76,6.0,17.0,8.0,9.0,11.47,0.04,100.0,2.0
43.0,3.0,4.1,4.9,7.0,9.0,15.0,9.0,8.02,1.88,43.9,1.0
34.0,17.0,7.38,7.35,3.0,18.0,19.0,2.0,11.94,0.67,64.19,1.0
35.0,14.0,7.99,6.04,3.0,17.0,3.0,5.0,10.33,0.76,77.08,2.0
26.0,8.0,8.99,4.78,2.0,3.0,25.0,8.0,8.93,0.94,51.45,1.0
40.0,17.0,8.36,5.46,4.0,19.0,28.0,5.0,11.91,0.53,69.32,1.0
29.0,2.0,10.33,6.46,2.0,14.0,27.0,4.0,12.77,1.18,57.29,1.0
31.0,9.0,5.21,4.61,4.0,5.0,10.0,0.0,8.35,1.02,15.17,0.0
43.0,16.0,6.73,4.02,2.0,5.0,27.0,1.0,10.27,0.51,21.52,0.0
33.0,6.0,9.08,8.59,4.0,2.0,11.0,0.0,11.71,1.49,22.2,0.0
44.0,14.0,7.16,5.52,0.0,8.0,23.0,5.0,11.86,1.34,34.76,0.0
24.0,0.0,13.91,5.11,2.0,10.0,18.0,2.0,16.51,1.05,72.04,2.0
40.0,10.0,8.31,7.49,7.0,4.0,9.0,4.0,10.54,0.65,37.14,1.0
32.0,16.0,12.7,8.27,7.0,13.0,6.0,5.0,17.24,1.75,76.49,2.0
22.0,6.0,12.36,5.27,5.0,18.0,17.0,2.0,13.86,0.75,83.49,2.0
42.0,18.0,4.47,8.31,1.0,7.0,2.0,1.0,9.21,1.28,0.0,0.0
24.0,14.0,13.48,6.55,6.0,12.0,11.0,1.0,15.32,1.84,66.34,1.0
32.0,2.0,5.29,5.91,6.0,18.0,13.0,1.0,6.88,1.02,44.08,1.0
36.0,14.0,4.34,7.02,6.0,4.0,19.0,9.0,7.48,1.45,33.58,0.0
38.0,4.0,8.14,7.5,1.0,14.0,1.0,3.0,9.33,0.91,19.57,0.0
38.0,11.0,5.95,6.97,7.0,3.0,29.0,3.0,9.43,0.44,42.7,1.0
44.0,19.0,5.84,8.6,2.0,3.0,8.0,2.0,8.65,0.25,17.18,0.0
40.0,4.0,6.88,7.14,2.0,17.0,9.0,7.0,10.44,0.27,65.09,1.0
31.0,2.0,6.48,8.39,4.0,18.0,26.0,3.0,8.62,0.04,58.01,1.0
44.0,8.0,10.85,6.93,4.0,19.0,5.0,7.0,15.47,1.11,74.41,2.0
28.0,8.0,5.87,5.65,2.0,8.0,16.0,2.0,7.95,0.26,13.98,0.0
20.0,6.0,9.43,6.66,1.0,14.0,14.0,1.0,12.98,1.73,25.97,0.0
37.0,1.0,13.86,4.43,4.0,11.0,0.0,7.0,18.64,1.97,91.06,2.0
40.0,15.0,8.32,5.15,6.0,3.0,23.0,5.0,10.92,0.99,50.46,1.0
23.0,8.0,10.42,7.83,1.0,2.0,26.0,1.0,12.07,0.9,28.88,0.0
29.0,12.0,13.69,7.31,7.0,4.0,21.0,6.0,14.96,0.7,85.07,2.0
44.0,18.0,5.38,4.83,4.0,16.0,12.0,9.0,10.23,1.28,44.44,1.0
26.0,19.0,8.19,6.19,0.0,4.0,9.0,6.0,12.24,1.22,24.08,0.0
41.0,16.0,12.5,4.71,2.0,3.0,11.0,3.0,17.18,0.69,52.68,1.0
42.0,5.0,13.32,8.28,6.0,6.0,22.0,7.0,17.12,0.69,81.69,2.0
20.0,3.0,10.01,4.55,0.0,6.0,21.0,2.0,12.38,1.29,44.89,1.0
36.0,0.0,5.43,7.27,4.0,6.0,15.0,8.0,6.92,1.11,53.795,1.0
43.0,17.0,13.01,7.04,6.0,16.0,1.0,4.0,17.73,1.44,74.76,2.0
21.0,18.0,5.74,6.36,5.0,14.0,2.0,2.0,8.7,1.88,43.08,1.0
30.0,8.0,7.53,5.39,2.0,6.0,7.0,8.0,10.12,1.56,57.79,1.0
28.0,12.0,7.76,6.02,3.0,14.0,19.0,1.0,11.07,0.61,63.32,1.0
26.0,7.0,8.47,8.03,2.0,19.0,28.0,1.0,12.02,1.52,45.58,1.0
41.0,12.0,11.9,7.81,2.0,3.0,14.0,2.0,14.14,0.9,26.74,0.0
36.0,14.0,12.02,7.69,2.0,1.0,23.0,8.0,15.57,1.56,58.1,1.0
36.0,10.0,11.2,7.75,6.0,12.0,18.0,9.0,12.6,1.77,82.07,2.0
21.0,11.0,4.22,4.72,6.0,11.0,17.0,2.0,5.76,0.5,45.48,1.0
25.0,13.0,9.65,4.5,2.0,9.0,22.0,4.0,12.69,0.48,75.36,2.0
33.0,3.0,11.47,8.31,5.0,18.0,0.0,8.0,14.96,0.87,87.38,2.0
25.0,0.0,8.45,8.19,2.0,14.0,26.0,9.0,10.2,0.1,57.6,1.0
21.0,3.0,13.45,7.41,4.0,16.0,18.0,5.0,14.58,1.37,91.43,2.0
20.0,18.0,12.24,7.03,2.0,5.0,1.0,5.0,17.07,1.5,57.66,1.0
29.0,8.0,10.38,5.83,5.0,4.0,4.0,0.0,11.49,0.69,39.96,1.0
40.0,9.0,4.62,5.12,7.0,12.0,17.0,1.0,5.63,0.93,28.86,0.0
24.0,3.0,10.52,7.34,4.0,13.0,15.0,8.0,12.81,1.18,78.76,2.0
21.0,19.0,13.12,6.46,2.0,13.0,9.0,7.0,15.01,0.15,90.13,2.0
41.0,8.0,7.79,6.18,2.0,14.0,20.0,1.0,11.08,1.42,26.22,0.0
35.0,12.0,8.99,5.52,4.0,15.0,28.0,4.0,16.96,1.05,85.01,2.0
44.0,11.0,7.13,5.35,2.0,9.0,2.0,4.0,10.05,1.02,47.9,1.0
21.0,10.0,9.7,4.12,5.0,0.0,24.0,5.0,13.79,1.45,67.77,1.0
29.0,11.0,10.48,6.6,6.0,10.0,9.0,3.0,15.12,1.35,60.92,1.0
21.0,17.0,10.78,8.94,7.0,6.0,24.0,8.0,12.54,0.19,82.74,2.0
35.0,11.0,12.83,8.08,1.0,16.0,23.0,4.0,15.78,1.57,78.36,2.0
35.0,15.0,6.35,8.49,2.0,3.0,12.0,3.0,9.92,1.22,19.28,0.0
38.0,4.0,6.62,7.11,3.0,6.0,20.0,8.0,8.95,1.43,31.45,0.0
26.0,19.0,11.04,6.41,4.0,2.0,9.0,1.0,15.0,0.52,66.73,1.0
41.0,11.0,5.77,8.95,5.0,19.0,10.0,1.0,9.59,0.44,42.47,1.0
31.0,10.0,8.64,6.46,2.0,13.0,6.0,2.0,11.32,1.65,48.03,1.0
43.0,8.0,4.2,8.58,2.0,17.0,1.0,9.0,5.55,0.78,47.98,1.0
34.0,17.0,5.41,7.81,4.0,17.0,18.0,3.0,6.46,1.02,53.46,1.0
27.0,2.0,10.79,5.65,0.0,0.0,27.0,9.0,13.27,1.1,72.44,2.0
25.0,19.0,11.47,6.52,5.0,5.0,26.0,8.0,12.8,1.17,76.02,2.0
29.0,16.0,5.15,5.92,5.0,8.0,17.0,4.0,9.28,0.14,35.53,1.0
22.0,13.0,6.28,4.68,1.0,1.0,25.0,1.0,8.62,0.6,33.66,0.0
38.0,0.0,4.99,5.78,6.0,7.0,10.0,2.0,8.65,0.13,20.56,0.0
36.0,16.0,8.33,8.44,6.0,9.0,16.0,7.0,10.72,1.02,67.13,1.0
26.0,7.0,5.26,7.76,1.0,3.0,2.0,5.0,9.44,1.8,0.0,0.0
40.0,4.0,8.37,5.39,2.0,9.0,19.0,4.0,12.92,0.78,46.72,1.0
39.0,4.0,11.32,5.84,4.0,0.0,11.0,3.0,15.67,1.56,52.48,1.0
23.0,8.0,10.83,7.08,3.0,10.0,24.0,3.0,13.77,0.57,55.75,1.0
33.0,2.0,6.8,6.08,2.0,8.0,27.0,7.0,8.14,1.71,42.72,1.0
39.0,18.0,10.74,6.52,1.0,18.0,1.0,5.0,13.23,0.84,80.06,2.0
41.0,8.0,13.28,7.49,2.0,10.0,24.0,4.0,15.98,0.71,66.6,1.0
34.0,17.0,7.48,6.34,4.0,3.0,0.0,4.0,12.32,1.39,19.92,0.0
43.0,15.0,7.29,4.95,5.0,4.0,8.0,5.0,10.55,1.03,27.96,0.0
27.0,0.0,9.71,6.6,7.0,16.0,21.0,2.0,13.27,0.67,83.86,2.0
40.0,1.0,6.46,5.78,5.0,17.0,23.0,6.0,10.59,0.12,64.23,1.0
34.0,13.0,10.52,5.45,5.0,4.0,18.0,0.0,13.79,0.33,40.3,1.0
41.0,13.0,8.99,5.64,5.0,17.0,7.0,4.0,15.71,1.54,72.4,2.0
39.0,0.0,8.59,6.2,6.0,16.0,26.0,5.0,10.57,1.84,66.58,1.0
33.0,15.0,10.8,8.43,3.0,2.0,8.0,1.0,12.04,0.34,37.01,1.0
28.0,14.0,10.52,7.67,0.0,10.0,6.0,1.0,14.41,1.14,35.58,1.0
27.0,14.0,4.39,7.34,6.0,16.0,3.0,8.0,8.78,0.07,63.75,1.0
36.0,11.0,5.83,6.36,3.0,7.0,21.0,1.0,8.48,0.58,4.05,0.0
21.0,15.0,12.94,4.01,7.0,7.0,15.0,2.0,16.14,0.9,79.87,2.0
44.0,13.0,13.39,5.7,2.0,1.0,5.0,0.0,15.62,1.47,38.71,1.0
43.0,10.0,11.8,8.07,1.0,6.0,17.0,8.0,14.6,0.09,49.87,1.0
22.0,14.0,13.21,6.46,7.0,19.0,1.0,5.0,15.05,1.56,70.31,2.0
27.0,18.0,7.06,6.82,4.0,5.0,10.0,3.0,11.1,0.41,24.38,0.0
31.0,7.0,6.48,5.02,2.0,19.0,4.0,6.0,9.45,1.52,52.58,1.0
29.0,1.0,4.55,8.62,0.0,6.0,4.0,7.0,5.7,0.68,22.22,0.0
39.0,9.0,12.1,4.73,4.0,17.0,25.0,7.0,15.59,1.45,99.05,2.0
22.0,2.0,13.84,7.62,4.0,11.0,2.0,2.0,15.65,0.47,76.13,2.0
25.0,16.0,12.24,4.38,4.0,6.0,18.0,3.0,14.77,0.44,54.78,1.0
26.0,7.0,9.55,6.99,2.0,6.0,7.0,6.0,12.2,0.12,58.27,1.0
39.0,3.0,6.95,4.89,0.0,0.0,10.0,4.0,9.74,0.79,29.91,0.0
42.0,13.0,5.98,4.73,2.0,9.0,2.0,5.0,7.89,0.2,46.72,1.0
44.0,9.0,7.64,4.02,4.0,9.0,2.0,1.0,12.04,0.84,45.94,1.0
37.0,0.0,10.67,8.7,4.0,11.0,0.0,5.0,13.38,0.02,56.03,1.0
30.0,3.0,8.47,8.15,6.0,2.0,29.0,3.0,11.92,0.31,36.59,1.0
38.0,0.0,13.34,4.39,1.0,2.0,23.0,4.0,16.8,1.86,54.02,1.0
24.0,16.0,12.54,7.0,3.0,12.0,12.0,4.0,15.97,1.59,77.98,2.0
38.0,16.0,5.02,5.16,7.0,12.0,29.0,1.0,8.26,0.47,45.88,1.0
30.0,6.0,5.32,5.32,2.0,5.0,9.0,7.0,9.61,1.44,31.44,0.0
43.0,19.0,10.76,8.37,0.0,2.0,25.0,0.0,15.01,1.34,14.19,0.0
31.0,14.0,6.31,4.57,6.0,14.0,5.0,1.0,8.98,0.35,52.93,1.0
29.0,12.0,11.91,7.01,4.0,8.0,10.0,6.0,15.45,0.74,68.27,1.0
27.0,1.0,9.91,6.01,2.0,5.0,7.0,6.0,12.02,1.83,47.58,1.0
43.0,18.0,6.3,4.95,3.0,5.0,18.0,1.0,7.66,1.48,10.38,0.0
28.0,12.0,8.79,6.26,2.0,7.0,29.0,0.0,11.71,1.52,31.7,0.0
23.0,10.0,8.06,8.7,7.0,10.0,10.0,9.0,12.02,1.13,62.55,1.0
24.0,14.0,12.73,7.91,7.0,18.0,5.0,0.0,16.33,1.33,63.58,1.0
40.0,9.0,4.32,4.66,3.0,15.0,11.0,0.0,8.0,1.02,36.16,1.0
27.0,8.0,12.96,8.25,2.0,8.0,17.0,5.0,14.59,1.48,59.28,1.0
42.0,8.0,10.52,8.69,1.0,10.0,2.0,9.0,13.33,1.47,51.19,1.0
28.0,19.0,11.38,5.38,2.0,15.0,12.0,6.0,13.98,0.06,93.14,2.0
34.0,0.0,4.03,5.67,6.0,5.0,3.0,1.0,8.16,1.26,29.56,0.0
34.0,16.0,10.28,4.63,5.0,16.0,8.0,5.0,11.83,1.26,77.85,2.0
35.0,11.0,9.88,5.72,1.0,15.0,15.0,3.0,13.04,0.13,67.92,1.0
33.0,9.0,9.37,7.37,3.0,19.0,11.0,8.0,14.02,0.82,93.76,2.0
27.0,4.0,11.86,5.36,4.0,17.0,19.0,7.0,16.43,1.8,69.94,1.0
37.0,17.0,9.56,4.03,4.0,0.0,6.0,7.0,13.97,1.91,70.06,2.0
29.0,14.0,12.57,5.69,7.0,17.0,11.0,1.0,15.07,1.56,84.09,2.0
39.0,5.0,6.33,6.27,2.0,7.0,7.0,4.0,11.09,0.3,42.65,1.0
25.0,10.0,12.06,6.83,0.0,9.0,20.0,1.0,16.28,0.75,33.21,0.0
31.0,16.0,8.99,7.42,2.0,1.0,14.0,2.0,10.19,0.37,0.0,0.0
21.0,5.0,12.13,4.31,4.0,8.0,1.0,7.0,16.86,1.3,66.26,1.0
26.0,7.0,13.4,6.35,1.0,3.0,10.0,4.0,18.15,1.55,43.28,1.0
35.0,11.0,7.36,5.33,3.0,10.0,23.0,3.0,9.32,1.77,18.32,0.0
22.0,13.0,9.3,8.74,2.0,9.0,20.0,4.0,10.81,1.72,25.03,0.0
32.0,11.0,10.58,5.8,3.0,13.0,4.0,7.0,14.34,0.2,73.39,2.0
22.0,9.0,4.79,4.5,0.0,6.0,22.0,9.0,8.04,0.25,29.36,0.0
37.0,19.0,8.94,4.21,4.0,18.0,5.0,6.0,11.25,1.82,95.64,2.0
30.0,14.0,7.61,5.33,4.0,5.0,18.0,5.0,11.35,1.69,53.795,1.0
27.0,6.0,12.72,4.89,2.0,15.0,29.0,1.0,13.97,0.92,69.08,1.0
25.0,8.0,12.77,7.25,3.0,18.0,13.0,9.0,13.96,0.86,100.0,2.0
20.0,9.0,11.01,8.23,3.0,18.0,6.0,4.0,13.43,1.11,73.94,2.0
20.0,9.0,10.56,5.56,0.0,12.0,11.0,9.0,12.34,1.19,58.38,1.0
42.0,15.0,11.34,6.89,3.0,11.0,29.0,8.0,15.21,0.51,82.89,2.0
27.0,6.0,7.66,7.65,5.0,14.0,16.0,8.0,12.45,0.81,61.48,1.0
24.0,4.0,8.05,5.99,5.0,7.0,3.0,8.0,11.7,1.24,65.0,1.0
35.0,2.0,9.54,4.33,4.0,3.0,19.0,2.0,13.16,0.41,31.51,0.0
30.0,17.0,13.38,5.15,5.0,19.0,21.0,8.0,14.41,2.0,100.0,2.0
24.0,10.0,11.24,8.42,7.0,7.0,21.0,8.0,14.29,0.57,82.18,2.0
23.0,14.0,9.51,8.12,5.0,15.0,9.0,4.0,13.78,1.1,65.55,1.0
25.0,19.0,11.7,4.43,1.0,15.0,23.0,5.0,15.32,1.11,64.31,1.0
33.0,4.0,7.71,5.12,5.0,1.0,27.0,6.0,9.62,0.9,68.16,1.0
41.0,11.0,11.3,7.85,5.0,16.0,0.0,9.0,15.69,0.48,97.65,2.0
38.0,3.0,8.11,6.43,1.0,4.0,28.0,9.0,12.97,1.13,43.79,1.0
28.0,14.0,6.8,7.8,2.0,4.0,22.0,9.0,8.92,0.18,47.13,1.0
31.0,8.0,10.1,5.06,6.0,11.0,14.0,5.0,11.93,0.77,53.795,2.0
30.0,6.0,10.87,8.76,1.0,6.0,3.0,4.0,13.22,0.45,28.93,0.0
33.0,9.0,8.59,7.92,1.0,4.0,12.0,0.0,9.84,0.25,30.95,0.0
42.0,12.0,9.66,4.99,7.0,3.0,5.0,3.0,14.15,1.85,46.43,1.0
35.0,7.0,10.94,6.79,4.0,16.0,25.0,7.0,15.66,1.4,80.37,2.0
20.0,11.0,11.68,4.57,4.0,5.0,14.0,7.0,15.21,0.34,74.84,2.0
32.0,18.0,12.96,5.81,6.0,13.0,13.0,5.0,17.02,1.9,64.14,1.0
42.0,0.0,7.55,7.3,5.0,8.0,24.0,2.0,11.22,0.43,43.21,1.0
40.0,15.0,13.51,5.65,2.0,3.0,2.0,7.0,16.02,0.47,49.32,1.0
40.0,16.0,10.37,7.28,4.0,10.0,23.0,6.0,12.02,0.27,56.15,1.0
32.0,17.0,11.88,5.22,0.0,19.0,18.0,8.0,16.23,1.46,88.19,2.0
21.0,10.0,11.0,7.61,1.0,15.0,5.0,2.0,15.24,1.14,53.04,1.0
23.0,17.0,6.06,5.8,6.0,15.0,1.0,5.0,7.38,0.12,41.93,1.0
25.0,6.0,4.71,7.95,2.0,15.0,8.0,0.0,7.56,0.05,34.4,0.0
32.0,17.0,11.26,4.68,6.0,5.0,29.0,7.0,13.85,1.07,56.82,1.0
44.0,10.0,11.02,6.32,6.0,2.0,17.0,4.0,14.03,1.65,44.12,1.0
22.0,10.0,8.99,6.12,5.0,8.0,11.0,5.0,11.17,0.96,52.43,1.0
20.0,9.0,7.12,6.17,4.0,0.0,20.0,3.0,10.95,1.35,24.98,0.0
23.0,10.0,6.85,6.22,4.0,10.0,21.0,8.0,9.74,1.47,54.22,1.0
44.0,12.0,11.31,8.94,5.0,5.0,3.0,2.0,13.34,1.23,59.95,1.0
39.0,8.0,6.77,4.97,7.0,4.0,27.0,1.0,11.33,0.7,38.95,1.0
21.0,6.0,11.15,7.84,5.0,17.0,22.0,2.0,12.6,0.26,75.84,2.0
24.0,8.0,7.84,6.76,2.0,11.0,28.0,4.0,8.91,1.3,53.795,1.0
22.0,12.0,11.71,6.07,7.0,6.0,6.0,0.0,13.29,1.54,55.6,1.0
28.0,2.0,5.43,7.17,1.0,1.0,11.0,9.0,7.08,0.38,22.68,0.0
39.0,2.0,6.05,8.27,7.0,6.0,22.0,3.0,9.2,0.99,22.43,0.0
25.0,0.0,10.86,6.33,0.0,8.0,10.0,0.0,14.36,0.79,72.74,2.0
37.0,19.0,9.6,8.32,1.0,19.0,6.0,8.0,12.39,0.41,92.1,2.0
25.0,1.0,6.04,4.47,1.0,7.0,28.0,5.0,7.86,0.49,53.795,0.0
38.0,2.0,13.03,7.27,0.0,8.0,25.0,1.0,14.56,0.48,59.16,1.0
31.0,14.0,6.76,5.67,7.0,9.0,26.0,4.0,9.73,0.84,53.62,1.0
44.0,5.0,8.21,5.93,4.0,9.0,9.0,0.0,11.47,0.78,36.8,1.0
30.0,12.0,6.02,6.86,7.0,1.0,8.0,9.0,8.24,1.11,60.95,1.0
21.0,0.0,8.99,6.4,1.0,9.0,1.0,6.0,9.76,0.19,48.84,1.0
34.0,19.0,8.92,5.91,3.0,2.0,4.0,8.0,10.24,1.16,63.01,1.0
31.0,18.0,6.95,5.54,3.0,0.0,9.0,0.0,8.05,1.02,11.8,0.0
31.0,0.0,11.69,7.09,4.0,16.0,14.0,7.0,13.11,0.51,95.54,2.0
28.0,1.0,7.94,6.53,2.0,0.0,27.0,7.0,11.91,1.0,46.94,1.0
40.0,14.0,11.3,5.62,6.0,4.0,14.0,6.0,13.68,1.37,55.47,1.0
43.0,13.0,6.07,5.02,0.0,13.0,13.0,9.0,7.18,1.54,52.29,1.0
21.0,18.0,7.77,7.87,0.0,5.0,26.0,3.0,10.8,0.07,25.16,0.0
41.0,10.0,4.08,8.0,2.0,8.0,15.0,6.0,7.22,1.07,37.39,1.0
22.0,14.0,11.59,5.07,5.0,13.0,26.0,1.0,14.3,0.71,88.65,2.0
35.0,19.0,12.18,5.2,5.0,0.0,18.0,4.0,16.2,0.57,55.41,1.0
40.0,8.0,8.56,8.42,4.0,5.0,22.0,4.0,12.32,1.49,34.12,0.0
43.0,4.0,12.0,7.87,3.0,6.0,8.0,7.0,14.58,1.2,45.81,1.0
20.0,19.0,10.48,4.37,0.0,5.0,13.0,0.0,13.0,1.58,49.74,1.0
40.0,1.0,4.04,6.46,2.0,0.0,14.0,5.0,5.66,1.97,0.0,0.0
22.0,5.0,6.54,4.18,3.0,7.0,18.0,3.0,10.55,1.82,36.85,1.0
39.0,17.0,8.94,5.27,5.0,11.0,25.0,9.0,12.34,1.19,90.68,2.0
21.0,18.0,10.19,8.59,0.0,10.0,7.0,5.0,11.53,1.79,47.09,1.0
28.0,8.0,4.66,8.32,0.0,1.0,26.0,5.0,7.17,0.31,1.49,0.0
38.0,5.0,11.05,7.91,6.0,1.0,14.0,0.0,15.66,0.09,26.93,0.0
34.0,13.0,8.99,6.29,1.0,1.0,7.0,7.0,12.25,1.07,41.14,1.0
37.0,12.0,9.26,5.61,0.0,7.0,27.0,3.0,11.56,1.95,34.22,0.0
30.0,10.0,6.92,8.41,4.0,6.0,3.0,8.0,10.5,1.42,64.11,1.0
44.0,11.0,9.95,7.29,7.0,15.0,26.0,6.0,11.76,0.61,71.49,2.0
42.0,18.0,4.27,5.48,0.0,8.0,28.0,3.0,7.37,1.34,12.41,0.0
35.0,18.0,4.65,6.32,7.0,15.0,5.0,0.0,8.33,0.08,31.55,0.0
41.0,18.0,11.34,8.41,4.0,1.0,10.0,8.0,15.76,0.94,49.77,1.0
36.0,12.0,7.22,8.52,5.0,2.0,11.0,9.0,10.99,0.47,45.89,1.0
24.0,13.0,7.47,7.3,6.0,1.0,23.0,5.0,10.01,0.1,27.19,0.0
31.0,17.0,6.08,7.66,1.0,18.0,27.0,5.0,10.15,0.5,53.79,1.0
30.0,11.0,8.46,4.2,6.0,16.0,8.0,0.0,13.05,1.44,50.18,1.0
34.0,3.0,4.52,7.02,4.0,19.0,17.0,4.0,7.43,1.1,56.34,1.0
22.0,9.0,7.0,7.44,5.0,9.0,16.0,3.0,8.02,0.05,41.42,1.0
20.0,16.0,9.27,4.1,3.0,10.0,20.0,0.0,13.79,0.82,48.58,1.0
39.0,3.0,8.66,8.22,6.0,19.0,25.0,6.0,10.32,1.5,84.99,2.0
35.0,11.0,14.0,8.64,6.0,18.0,2.0,3.0,15.51,1.91,78.53,2.0
21.0,12.0,7.89,5.19,0.0,5.0,26.0,2.0,10.12,1.75,29.91,0.0
21.0,3.0,7.87,8.23,6.0,9.0,12.0,1.0,10.39,0.0,46.49,1.0
22.0,9.0,9.04,7.33,2.0,13.0,5.0,7.0,13.24,0.44,77.69,2.0
27.0,2.0,5.9,6.9,2.0,0.0,27.0,4.0,8.46,0.42,53.795,0.0
43.0,14.0,12.76,8.22,4.0,14.0,13.0,9.0,12.02,0.83,86.6,2.0
34.0,1.0,9.72,5.43,1.0,5.0,26.0,8.0,13.26,1.29,51.21,1.0
26.0,16.0,5.92,7.95,4.0,12.0,0.0,4.0,9.6,0.31,43.4,1.0
25.0,5.0,11.93,5.57,7.0,13.0,27.0,9.0,16.19,1.83,87.63,2.0
28.0,7.0,4.34,7.94,6.0,12.0,26.0,0.0,6.94,1.55,23.59,0.0
39.0,2.0,13.83,6.26,6.0,15.0,14.0,9.0,15.17,0.84,100.0,2.0
20.0,17.0,12.65,4.58,5.0,0.0,21.0,4.0,15.86,1.17,49.41,1.0
27.0,0.0,9.8,5.91,6.0,13.0,17.0,4.0,11.28,1.08,57.67,1.0
42.0,15.0,5.11,5.17,5.0,12.0,10.0,7.0,6.18,1.16,54.9,1.0
42.0,6.0,6.15,4.5,6.0,9.0,10.0,5.0,10.26,1.72,46.28,1.0
22.0,2.0,6.79,4.55,6.0,9.0,7.0,4.0,9.4,1.02,63.91,1.0
23.0,3.0,6.41,7.9,4.0,3.0,3.0,7.0,9.51,1.37,19.43,0.0
44.0,8.0,8.98,8.41,4.0,13.0,1.0,0.0,12.63,0.21,51.53,1.0
34.0,4.0,13.45,8.64,3.0,11.0,0.0,4.0,16.05,0.92,75.69,2.0
25.0,18.0,8.44,8.27,5.0,5.0,23.0,2.0,9.64,1.27,16.95,0.0
34.0,14.0,10.62,8.15,3.0,14.0,9.0,4.0,12.63,0.03,64.12,1.0
40.0,7.0,10.89,4.34,4.0,4.0,16.0,2.0,12.67,0.22,71.65,2.0
22.0,5.0,12.72,7.95,1.0,9.0,6.0,3.0,17.63,0.18,63.91,1.0
44.0,17.0,4.34,7.92,0.0,9.0,6.0,8.0,8.3,0.75,25.28,0.0
40.0,18.0,8.04,4.66,5.0,9.0,12.0,1.0,10.85,1.24,54.94,1.0
40.0,14.0,11.85,7.31,2.0,11.0,21.0,9.0,13.1,1.99,68.15,1.0
32.0,6.0,12.15,6.26,3.0,3.0,23.0,0.0,13.61,0.51,41.88,1.0
39.0,9.0,13.27,8.5,7.0,3.0,25.0,3.0,17.52,0.27,61.69,1.0
33.0,5.0,11.03,7.48,5.0,12.0,0.0,7.0,15.81,0.83,90.29,2.0
23.0,13.0,6.45,8.75,7.0,13.0,27.0,4.0,7.58,0.29,38.59,1.0
31.0,16.0,9.06,4.52,0.0,11.0,0.0,8.0,13.7,0.05,77.68,2.0
36.0,8.0,4.32,4.2,3.0,12.0,12.0,9.0,6.84,1.13,52.15,1.0
26.0,18.0,10.47,8.87,5.0,19.0,0.0,2.0,12.32,1.76,74.5,2.0
28.0,4.0,9.54,4.4,3.0,12.0,5.0,8.0,10.95,1.72,83.16,2.0
22.0,6.0,10.67,5.93,3.0,1.0,22.0,0.0,14.76,0.2,35.87,1.0
32.0,18.0,13.3,7.25,4.0,18.0,25.0,1.0,16.18,0.29,89.02,2.0
34.0,19.0,10.87,8.4,6.0,8.0,24.0,8.0,15.2,0.98,62.09,1.0
37.0,6.0,7.2,5.27,4.0,9.0,9.0,8.0,9.1,0.74,54.88,1.0
38.0,1.0,5.99,4.15,3.0,16.0,20.0,9.0,9.7,1.41,96.53,2.0
20.0,15.0,12.55,6.61,3.0,9.0,0.0,4.0,14.02,0.99,63.63,1.0
25.0,12.0,5.94,6.36,6.0,19.0,24.0,9.0,7.3,0.04,82.84,2.0
42.0,7.0,5.62,5.53,2.0,12.0,4.0,3.0,7.15,0.57,36.2,1.0
21.0,5.0,6.07,8.37,0.0,19.0,21.0,8.0,10.31,1.8,37.02,1.0
43.0,5.0,9.09,7.75,6.0,0.0,24.0,9.0,12.71,1.02,38.14,1.0
33.0,8.0,5.24,8.29,0.0,1.0,1.0,1.0,6.9,1.6,0.0,0.0
25.0,3.0,13.38,4.81,1.0,16.0,29.0,2.0,15.92,0.8,69.55,1.0
33.0,10.0,13.66,7.46,7.0,12.0,2.0,7.0,17.71,1.35,83.6,2.0
23.0,4.0,13.74,8.88,6.0,16.0,29.0,0.0,15.88,0.34,82.0,2.0
40.0,16.0,4.39,7.06,1.0,12.0,22.0,1.0,9.08,1.47,17.62,0.0
27.0,19.0,13.46,4.86,1.0,16.0,2.0,4.0,18.12,1.57,81.89,2.0
22.0,6.0,13.97,8.98,4.0,18.0,17.0,6.0,17.18,0.18,90.6,2.0
38.0,14.0,13.42,6.64,4.0,13.0,22.0,9.0,16.95,0.37,89.39,2.0
33.0,14.0,10.71,8.2,2.0,19.0,7.0,8.0,14.32,0.93,100.0,2.0
32.0,13.0,11.01,4.75,4.0,9.0,8.0,2.0,13.04,1.27,51.87,1.0
36.0,12.0,5.22,7.33,1.0,1.0,1.0,3.0,7.68,1.27,13.54,0.0
44.0,10.0,12.74,8.56,5.0,13.0,28.0,9.0,14.28,1.34,63.66,1.0
27.0,12.0,4.6,6.66,3.0,16.0,1.0,0.0,9.3,1.43,35.96,1.0
43.0,8.0,7.18,5.44,1.0,4.0,26.0,0.0,11.08,1.01,28.86,0.0
33.0,9.0,13.91,4.64,2.0,17.0,15.0,0.0,15.1,1.15,73.92,2.0
25.0,3.0,8.22,5.48,3.0,2.0,6.0,3.0,11.42,0.02,31.91,0.0
